house_type,state_name,mp_name,constituency_name,ida_name,city_name,block_name,village_name,location_type,work_status,dataset_source,recommended_date,allocated_amount,available_limit,expenditure_amt,actual_end_date,letter_no,is_completed,is_ongoing,is_unsanctioned,internal_key,project_id,expenditure_ratio,cost_variance_pct,project_age_days,days_to_complete,is_overdue,is_stalled,district_median_amount,district_mean_amount,district_std_amount,district_project_count,amount_vs_district_pct,state_median_amount,state_mean_amount,state_std_amount,amount_vs_state_pct,mp_median_amount,mp_project_count,constituency_project_count,risk_flags,financial_risk_score,delay_risk_score,expenditure_risk_score,allocated_amount_log,ml_anomaly_score,peer_deviation_score,duplicate_risk_score,overall_risk_score,risk_band,model_version,rules_version,scored_at
LOK,TELANGANA,MP NALGONDA 3,NALGONDA,NALGON DISTRICT AUTHORITY,NALGO CITY,,,Urban,COMPLETED,Completed,2023-12-02,3895642.51,856133.28,3353434.85,2025-04-28,LTR/TEL/42610/2024,True,False,False,LOK|TELANGANA|NALGONDA|MP NALGONDA 3|2023-12-02|3895643,27,0.8608168848634934,-13.918311513650664,1005,513,False,False,2572643.545,2847500.2983333333,1844139.2356584643,24,51.42566165341028,2897779.35,3172095.9392880257,4146196.7467793496,34.43544312647544,3338107.98,5,24,"[{'rule_id': 'R010', 'rule_name': 'High Constituency Project Concentration', 'detection_type': 'RULE', 'severity': 'LOW', 'score_contribution': 15, 'justification': 'Constituency has 2x+ projects compared to the constituency average. May indicate inequitable distribution or data pattern requiring review.', 'evidence': {'constituency_name': 'NALGONDA', 'constituency_project_count': 24, 'all_constituencies_mean_count': 11.6, 'ratio_to_mean': 2.06}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,0.0,0.0,15.175369438018,3.7,5.22,0.0,0.89,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,MADHYA PRADESH,MP DEWAS 2,DEWAS,DEWAS DISTRICT AUTHORITY,,DEWAS BLOCK,VILLAGE 978,Rural,COMPLETED,Completed,2023-07-03,4145070.48,88487.44,4010481.73,2023-12-30,LTR/MAD/66906/2024,True,False,False,LOK|MADHYA PRADESH|DEWAS|MP DEWAS 2|2023-07-03|4145070,28,0.9675304073478626,-3.2469592652137487,1157,180,False,False,2617314.45,2754600.54,1121639.5054159353,10,58.37113037755168,2848915.535,3223814.1172865853,4269909.788665431,45.496432908461074,3367425.73,4,10,[],0.0,0.0,0.0,15.237430591276183,9.2,6.23,0.0,1.54,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,GUJARAT,MP RAJKOT 3,RAJKOT,RAJKOT DISTRICT AUTHORITY,,RAJKO BLOCK,VILLAGE 144,Rural,COMPLETED,Completed,2025-10-21,4017750.41,507279.03,3419792.24,2026-03-11,LTR/GUJ/83565/2024,True,False,False,LOK|GUJARAT|RAJKOT|MP RAJKOT 3|2025-10-21|4017750,29,0.8511709018778995,-14.88290981221006,316,141,False,False,2653559.93,2412665.0377777778,1704413.970743465,9,51.4098236326624,2809948.355,3432197.314049296,4856834.030500085,42.98306952335429,4498268.1,2,9,[],0.0,0.0,0.0,15.206232953353947,11.17,5.62,0.0,1.68,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,RAJASTHAN,MP JAIPUR 3,JAIPUR,JAIPUR DISTRICT AUTHORITY,,JAIPU BLOCK,VILLAGE 32,Rural,COMPLETED,Completed,2024-12-06,4916554.34,975981.26,4437695.36,2026-08-16,LTR/RAJ/35426/2024,True,False,False,LOK|RAJASTHAN|JAIPUR|MP JAIPUR 3|2024-12-06|4916554,30,0.9026027280723599,-9.73972719276402,635,618,False,False,2607853.5,2815313.45125,1366313.6308585866,24,88.52877816947922,2826776.4850000003,3186668.4361034483,3962379.1840553363,73.92794818016888,3748282.225,4,11,[],0.0,0.0,0.0,15.40811870911378,11.08,9.67,0.0,2.08,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,MAHARASHTRA,MP JALNA 1,JALNA,JALNA DISTRICT AUTHORITY,JALNA CITY,,,Urban,COMPLETED,Completed,2024-04-06,1171027.16,101281.92,1104747.7,2025-11-27,LTR/MAH/51054/2024,True,False,False,LOK|MAHARASHTRA|JALNA|MP JALNA 1|2024-04-06|1171027,31,0.9434005783435458,-5.659942165645412,879,600,False,False,2167189.16,2208852.20375,1296759.5198221367,8,-45.965623046951755,2346259.94,3038844.6473770496,4710633.059008409,-50.08962391439032,1151247.66,2,8,[],0.0,0.0,0.0,13.973392690113084,12.89,5.57,0.0,1.85,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,MADHYA PRADESH,MP KHANDWA 1,KHANDWA,KHANDW DISTRICT AUTHORITY,,KHAND BLOCK,VILLAGE 248,Rural,COMPLETED,Completed,2023-10-23,2861943.55,186324.44,2726258.52,2025-04-07,LTR/MAD/28829/2024,True,False,False,LOK|MADHYA PRADESH|KHANDWA|MP KHANDWA 1|2023-10-23|2861944,32,0.9525898999650081,-4.741010003499189,1045,532,False,False,2211645.2199999997,2242130.7083333335,591471.9364508026,6,29.403374651563695,2848915.535,3223814.1172865853,4269909.788665431,0.4572973413899287,2225979.5,3,6,[],0.0,0.0,0.0,14.867011864347601,8.31,2.09,0.0,1.04,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,WEST BENGAL,MP BANKURA 1,BANKURA,BANKUR DISTRICT AUTHORITY,,BANKU BLOCK,VILLAGE 936,Rural,COMPLETED,Completed,2023-11-28,1913355.81,113225.17,1773912.36,2024-10-28,LTR/WES/25392/2024,True,False,False,LOK|WEST BENGAL|BANKURA|MP BANKURA 1|2023-11-28|1913356,33,0.9271210042213738,-7.287899577862622,1009,335,False,False,1839211.715,2406320.142,1553037.744227571,10,4.031297451799885,2887277.125,3395449.535346821,4850272.067499016,-33.73148031296095,1839211.715,6,10,[],0.0,0.0,0.0,14.464369749587206,4.86,1.86,0.0,0.67,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,GUJARAT,MP PANCHMAH 3,PANCHMAHAL,PANCHM DISTRICT AUTHORITY,PANCH CITY,,,Urban,COMPLETED,Completed,2025-09-17,3399065.7,619428.15,3354482.77,2026-04-26,LTR/GUJ/60361/2024,True,False,False,LOK|GUJARAT|PANCHMAHAL|MP PANCHMAH 3|2025-09-17|3399066,34,0.9868837692663605,-1.311623073363959,350,221,False,False,2732273.5,2616487.105,1667032.2311711782,14,24.404299203575345,2809948.355,3432197.314049296,4856834.030500085,20.96541539461853,2695462.79,6,14,[],0.0,0.0,0.0,15.039011451904368,3.83,2.69,0.0,0.65,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,UTTAR PRADESH,MP GORAKHPU 1,GORAKHPUR,GORAKH DISTRICT AUTHORITY,,GORAK BLOCK,VILLAGE 542,Rural,COMPLETED,Completed,2026-06-01,3749765.25,121988.18,3596514.02,2026-08-21,LTR/UTT/59622/2024,True,False,False,LOK|UTTAR PRADESH|GORAKHPUR|MP GORAKHPU 1|2026-06-01|3749765,35,0.9591304468993093,-4.086955310069077,93,81,False,False,3896980.395,3527362.6775,1379455.0257272732,4,-3.777672199451751,2476120.885,3046122.1302469135,4188613.2164513455,51.437083412024144,4253667.2,2,4,[],0.0,0.0,0.0,15.137204062670458,16.14,2.67,0.0,1.88,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,BIHAR,MP SHEOHAR 3,SHEOHAR,SHEOHA DISTRICT AUTHORITY,,SHEOH BLOCK,VILLAGE 509,Rural,COMPLETED,Completed,2025-09-28,3216209.0,960094.82,3237467.37,2026-02-23,LTR/BIH/32853/2024,True,False,False,LOK|BIHAR|SHEOHAR|MP SHEOHAR 3|2025-09-28|3216209,36,1.0066097601244197,0.660976012441981,339,148,False,False,3333098.675,2939350.34375,1738609.873984695,8,-3.5069371296065763,2937949.88,3258337.472611684,4287860.567586842,9.471200373234417,3216209.0,1,8,"[{'rule_id': 'R001', 'rule_name': 'Expenditure Exceeds Allocation', 'detection_type': 'RULE', 'severity': 'CRITICAL', 'score_contribution': 80, 'justification': 'Expenditure > allocated amount indicates either data entry error, unauthorized spending, or budget revision without proper sanctioning.', 'evidence': {'expenditure_amt': 3237467.37, 'allocated_amount': 3216209.0, 'overrun_amount': 21258.37, 'expenditure_ratio': 1.007, 'overrun_pct': 0.66}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",80.0,0.0,80.0,14.983714205656602,18.34,0.69,0.0,37.9,MODERATE,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,TELANGANA,MP PEDDAPAL 1,PEDDAPALLI,PEDDAP DISTRICT AUTHORITY,,PEDDA BLOCK,VILLAGE 159,Rural,COMPLETED,Completed,2024-01-17,4533921.2,542554.67,4321429.12,2024-09-19,LTR/TEL/18034/2024,True,False,False,LOK|TELANGANA|PEDDAPALLI|MP PEDDAPAL 1|2024-01-17|4533921,37,0.9531328246287121,-4.686717537128789,959,246,False,False,3274289.17,4958552.745,9295490.246557016,16,38.470396614358904,2897779.35,3172095.9392880257,4146196.7467793496,56.46191971103666,3182660.4299999997,4,16,[],0.0,0.0,0.0,15.327097950661102,5.51,5.34,0.0,1.08,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,TELANGANA,MP KARIMNAG 1,KARIMNAGAR,KARIMN DISTRICT AUTHORITY,,KARIM BLOCK,VILLAGE 47,Rural,COMPLETED,Completed,2026-01-20,850023.09,34353.51,759054.14,2026-08-30,LTR/TEL/44313/2024,True,False,False,LOK|TELANGANA|KARIMNAGAR|MP KARIMNAG 1|2026-01-20|850023,38,0.8929806130325236,-10.701938696747632,225,222,False,False,2840782.09,2733622.69625,1488112.8583808227,24,-70.07784958261266,2897779.35,3172095.9392880257,4146196.7467793496,-70.666397011905,1513309.11,7,24,"[{'rule_id': 'R010', 'rule_name': 'High Constituency Project Concentration', 'detection_type': 'RULE', 'severity': 'LOW', 'score_contribution': 15, 'justification': 'Constituency has 2x+ projects compared to the constituency average. May indicate inequitable distribution or data pattern requiring review.', 'evidence': {'constituency_name': 'KARIMNAGAR', 'constituency_project_count': 24, 'all_constituencies_mean_count': 11.6, 'ratio_to_mean': 2.06}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,0.0,0.0,13.653019969241367,15.49,8.23,0.0,2.37,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,MADHYA PRADESH,MP RATLAM 1,RATLAM,RATLAM DISTRICT AUTHORITY,,RATLA BLOCK,VILLAGE 718,Rural,COMPLETED,Completed,2023-04-01,1580753.9,414116.05,1486961.42,2023-08-13,LTR/MAD/67512/2024,True,False,False,LOK|MADHYA PRADESH|RATLAM|MP RATLAM 1|2023-04-01|1580754,39,0.9406659822253167,-5.933401777468332,1250,134,False,False,1999747.13,2344153.037142857,1353408.438244398,14,-20.952310605391393,2848915.535,3223814.1172865853,4269909.788665431,-44.51383761365182,1359239.12,4,14,[],0.0,0.0,0.0,14.273413075710456,14.31,3.55,0.0,1.79,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,TAMIL NADU,MP MAYILADU 3,MAYILADUTHURAI,MAYILA DISTRICT AUTHORITY,,MAYIL BLOCK,VILLAGE 290,Rural,COMPLETED,Completed,2023-06-12,2861829.92,588629.75,2748234.29,2025-01-09,LTR/TAM/60694/2024,True,False,False,LOK|TAMIL NADU|MAYILADUTHURAI|MP MAYILADU 3|2023-06-12|2861830,40,0.9603066453369109,-3.9693354663089098,1178,577,False,False,3239760.14,3130983.2199999997,1678204.8650768336,7,-11.66537656087096,2863597.58,3269220.8874918567,3850237.578020535,-0.06172864554523576,3239760.14,3,7,[],0.0,0.0,0.0,14.86697215978525,8.87,0.82,0.0,0.97,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,KARNATAKA,MP BANGALOR 1,BANGALORE CENTRAL,BANGAL DISTRICT AUTHORITY,,BANGA BLOCK,VILLAGE 585,Rural,COMPLETED,Completed,2023-04-21,2326086.55,514953.58,2316734.94,2023-09-22,LTR/KAR/31797/2024,True,False,False,LOK|KARNATAKA|BANGALORE CENTRAL|MP BANGALOR 1|2023-04-21|2326087,41,0.9959796809796265,-0.4020319020373455,1230,154,False,False,2665407.75,2539662.788139535,1629054.864428546,43,-12.730555015456835,2743644.885,3180741.670120482,4817282.744761165,-15.219110070799122,3144290.215,14,15,"[{'rule_id': 'R007', 'rule_name': 'Unusually High MP Project Count', 'detection_type': 'RULE', 'severity': 'MODERATE', 'score_contribution': 20, 'justification': 'MP has significantly more projects than peers (> mean + 2*std). May indicate fragmentation of large works into smaller ones.', 'evidence': {'mp_name': 'MP BANGALOR 1', 'mp_project_count': 14, 'all_mps_mean_count': 4.2, 'all_mps_std_count': 2.6, 'threshold': 9.4, 'deviations_above_mean': 3.74}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,0.0,0.0,14.65969825107724,32.9,1.61,0.0,3.45,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,MAHARASHTRA,MP RATNAGIR 2,RATNAGIRI,RATNAG DISTRICT AUTHORITY,,RATNA BLOCK,VILLAGE 476,Rural,COMPLETED,Completed,2026-05-19,2911954.04,833824.65,2966960.6,2026-08-14,LTR/MAH/70603/2024,True,False,False,LOK|MAHARASHTRA|RATNAGIRI|MP RATNAGIR 2|2026-05-19|2911954,42,1.018889913523498,1.88899135234978,106,87,False,False,1561667.365,2208541.4,1867717.7083027882,8,86.46442291505528,2346259.94,3038844.6473770496,4710633.059008409,24.110461520303677,947642.5,3,8,"[{'rule_id': 'R001', 'rule_name': 'Expenditure Exceeds Allocation', 'detection_type': 'RULE', 'severity': 'CRITICAL', 'score_contribution': 80, 'justification': 'Expenditure > allocated amount indicates either data entry error, unauthorized spending, or budget revision without proper sanctioning.', 'evidence': {'expenditure_amt': 2966960.6, 'allocated_amount': 2911954.04, 'overrun_amount': 55006.56, 'expenditure_ratio': 1.019, 'overrun_pct': 1.89}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",80.0,0.0,80.0,14.884335248619083,19.57,7.2,0.0,38.68,MODERATE,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,ODISHA,MP BARGARH 1,BARGARH,BARGAR DISTRICT AUTHORITY,BARGA CITY,,,Urban,COMPLETED,Completed,2025-08-12,1885623.61,452755.57,1634736.45,2026-08-20,LTR/ODI/51661/2024,True,False,False,LOK|ODISHA|BARGARH|MP BARGARH 1|2025-08-12|1885624,43,0.86694738087205,-13.305261912795,386,373,False,False,1959578.655,2329632.646875,1155278.7872668467,16,-3.774027891725526,2633314.865,3349250.5269407895,5336475.314123972,-28.39353792961633,1571000.485,4,16,[],0.0,0.0,0.0,14.449769682067467,4.37,1.59,0.0,0.6,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,HARYANA,MP HISAR 3,HISAR,HISAR DISTRICT AUTHORITY,,HISAR BLOCK,VILLAGE 187,Rural,COMPLETED,Completed,2025-08-30,936107.86,141150.2,907732.58,2026-06-18,LTR/HAR/24449/2024,True,False,False,LOK|HARYANA|HISAR|MP HISAR 3|2025-08-30|936108,44,0.9696880229165045,-3.0311977083495516,368,292,False,False,2185297.515,2807331.5264705885,3172616.822730151,34,-57.16336775315466,2258938.6,2696786.108126888,3266749.413671894,-58.55983602210348,1826489.29,10,34,"[{'rule_id': 'R007', 'rule_name': 'Unusually High MP Project Count', 'detection_type': 'RULE', 'severity': 'MODERATE', 'score_contribution': 20, 'justification': 'MP has significantly more projects than peers (> mean + 2*std). May indicate fragmentation of large works into smaller ones.', 'evidence': {'mp_name': 'MP HISAR 3', 'mp_project_count': 10, 'all_mps_mean_count': 4.2, 'all_mps_std_count': 2.6, 'threshold': 9.4, 'deviations_above_mean': 2.21}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}, {'rule_id': 'R010', 'rule_name': 'High Constituency Project Concentration', 'detection_type': 'RULE', 'severity': 'LOW', 'score_contribution': 15, 'justification': 'Constituency has 2x+ projects compared to the constituency average. May indicate inequitable distribution or data pattern requiring review.', 'evidence': {'constituency_name': 'HISAR', 'constituency_project_count': 34, 'all_constituencies_mean_count': 11.6, 'ratio_to_mean': 2.92}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,0.0,0.0,13.749487052115814,18.88,6.75,0.0,2.56,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,MAHARASHTRA,MP PALGHAR 2,PALGHAR,PALGHA DISTRICT AUTHORITY,,PALGH BLOCK,VILLAGE 342,Rural,COMPLETED,Completed,2024-07-28,318575.29,87201.28,285097.3,2025-12-30,LTR/MAH/75519/2024,True,False,False,LOK|MAHARASHTRA|PALGHAR|MP PALGHAR 2|2024-07-28|318575,45,0.8949134127759878,-10.508658722401224,766,520,False,False,2425963.08,2345411.21,1530209.3814897344,14,-86.86808992987642,2346259.94,3038844.6473770496,4710633.059008409,-86.42199508380133,2838662.08,5,14,[],0.0,0.0,0.0,12.67161725435424,24.97,10.14,0.0,3.51,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,TELANGANA,MP CHEVELLA 1,CHEVELLA,CHEVEL DISTRICT AUTHORITY,,CHEVE BLOCK,VILLAGE 624,Rural,COMPLETED,Completed,2026-01-22,822818.34,49044.1,723536.66,2026-06-06,LTR/TEL/76252/2024,True,False,False,LOK|TELANGANA|CHEVELLA|MP CHEVELLA 1|2026-01-22|822818,46,0.879339490658412,-12.0660509341588,223,135,False,False,3343499.59,2961178.366153846,1508814.6804535664,13,-75.39050573055401,2897779.35,3172095.9392880257,4146196.7467793496,-71.60521072800108,2436214.31,6,13,[],0.0,0.0,0.0,13.62049194158922,15.38,8.64,0.0,2.4,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,ODISHA,MP RAYAGADA 2,RAYAGADA,RAYAGA DISTRICT AUTHORITY,,RAYAG BLOCK,VILLAGE 488,Rural,COMPLETED,Completed,2025-01-09,769915.45,196128.22,745681.64,2026-08-26,LTR/ODI/58300/2024,True,False,False,LOK|ODISHA|RAYAGADA|MP RAYAGADA 2|2025-01-09|769915,47,0.9685240632591541,-3.147593674084595,601,594,False,False,1315571.34,4858019.812000001,11164314.88758354,15,-41.47672371762067,2633314.865,3349250.5269407895,5336475.314123972,-70.76249937927571,1042743.395,4,15,[],0.0,0.0,0.0,13.554037281449105,14.84,6.22,0.0,2.11,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,TAMIL NADU,MP SALEM 1,SALEM,SALEM DISTRICT AUTHORITY,,SALEM BLOCK,VILLAGE 85,Rural,COMPLETED,Completed,2025-11-10,640549.19,63052.22,627473.36,2026-08-15,LTR/TAM/25167/2024,True,False,False,LOK|TAMIL NADU|SALEM|MP SALEM 1|2025-11-10|640549,48,0.9795865326127413,-2.0413467387258675,296,278,False,False,3014002.21,2591583.1500000004,1267379.0956085857,9,-78.74755407030707,2863597.58,3269220.8874918567,3850237.578020535,-77.63131263716183,1827275.7,2,9,[],0.0,0.0,0.0,13.370082757904628,25.71,9.16,0.0,3.49,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,TELANGANA,MP KARIMNAG 2,KARIMNAGAR,KARIMN DISTRICT AUTHORITY,,KARIM BLOCK,VILLAGE 573,Rural,COMPLETED,Completed,2023-05-19,3895798.7,847307.05,3639363.0,2025-04-22,LTR/TEL/99027/2024,True,False,False,LOK|TELANGANA|KARIMNAGAR|MP KARIMNAG 2|2023-05-19|3895799,49,0.9341763474586097,-6.582365254139033,1202,704,False,False,2840782.09,2733622.69625,1488112.8583808227,24,37.1382449119848,2897779.35,3172095.9392880257,4146196.7467793496,34.44083311588234,3516339.29,11,24,"[{'rule_id': 'R007', 'rule_name': 'Unusually High MP Project Count', 'detection_type': 'RULE', 'severity': 'MODERATE', 'score_contribution': 20, 'justification': 'MP has significantly more projects than peers (> mean + 2*std). May indicate fragmentation of large works into smaller ones.', 'evidence': {'mp_name': 'MP KARIMNAG 2', 'mp_project_count': 11, 'all_mps_mean_count': 4.2, 'all_mps_std_count': 2.6, 'threshold': 9.4, 'deviations_above_mean': 2.59}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}, {'rule_id': 'R010', 'rule_name': 'High Constituency Project Concentration', 'detection_type': 'RULE', 'severity': 'LOW', 'score_contribution': 15, 'justification': 'Constituency has 2x+ projects compared to the constituency average. May indicate inequitable distribution or data pattern requiring review.', 'evidence': {'constituency_name': 'KARIMNAGAR', 'constituency_project_count': 24, 'all_constituencies_mean_count': 11.6, 'ratio_to_mean': 2.06}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,0.0,0.0,15.175409530718623,19.77,4.22,0.0,2.4,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,KARNATAKA,MP MANDYA 3,MANDYA,MANDYA DISTRICT AUTHORITY,,MANDY BLOCK,VILLAGE 747,Rural,COMPLETED,Completed,2023-04-27,1297490.6,110409.64,1207037.87,2024-12-16,LTR/KAR/88128/2024,True,False,False,LOK|KARNATAKA|MANDYA|MP MANDYA 3|2023-04-27|1297491,50,0.9302864082406455,-6.971359175935454,1224,599,False,False,2444627.085,2790779.1816666666,2206450.704481886,12,-46.92480468856459,2743644.885,3180741.670120482,4817282.744761165,-52.70923700462787,2021778.02,4,12,[],0.0,0.0,0.0,14.075943420012786,12.74,5.76,0.0,1.85,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,RAJASTHAN,MP SIKAR 1,SIKAR,SIKAR DISTRICT AUTHORITY,,SIKAR BLOCK,VILLAGE 820,Rural,COMPLETED,Completed,2024-05-11,3693720.39,590799.04,3517009.74,2025-01-11,LTR/RAJ/80707/2024,True,False,False,LOK|RAJASTHAN|SIKAR|MP SIKAR 1|2024-05-11|3693720,51,0.9521591697957409,-4.784083020425915,844,245,False,False,2464671.63,2499290.1253846153,1765177.5925243332,13,49.86663314658271,2826776.4850000003,3186668.4361034483,3962379.1840553363,30.668993802670595,2316095.55,4,13,[],0.0,0.0,0.0,15.122145014590474,3.96,4.93,0.0,0.89,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,ANDHRA PRADESH,MP KURNOOL 3,KURNOOL,KURNOO DISTRICT AUTHORITY,,KURNO BLOCK,VILLAGE 771,Rural,COMPLETED,Completed,2025-04-01,4374390.11,515633.9,4159335.15,2026-08-18,LTR/AND/40843/2024,True,False,False,LOK|ANDHRA PRADESH|KURNOOL|MP KURNOOL 3|2025-04-01|4374390,52,0.9508377271820413,-4.916227281795871,519,504,False,False,2705864.02,2403329.643181818,1529557.0652844557,22,61.66333849991472,2474184.48,3145127.080660066,5037652.253546427,76.80129130872247,3065307.82,7,22,"[{'rule_id': 'R009', 'rule_name': 'Potential Duplicate Work', 'detection_type': 'RULE', 'severity': 'HIGH', 'score_contribution': 50, 'justification': 'Similar project detected in same constituency with close location and amount. NOTE: Similarity based on location+amount only (no work descriptions available). Requires human verification.', 'evidence': {'similar_project_id': 668, 'similarity_score': 1.0, 'match_factors': {'same_state': True, 'same_constituency': True, 'same_mp': True, 'same_ida': True, 'same_location_type': True, 'amount_within_15pct': False, 'dates_within_180_days': True, 'note': 'Similarity based on location+amount only (no work descriptions available in public API)'}, 'note': 'Similarity detection based on location+amount only. Work descriptions not available in public API. Human verification required.'}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,0.0,0.0,15.29127789323099,6.18,7.92,100.0,16.41,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
